ID;Sigla;Nome;Palavra-chave;Método;Complemento;Região do corpo;Incidência;Material
587;DEPRETIR;Teste, de supressão da, Tiróide;;Teste;de supressão da;tiroide;;
588;DEPURE;Uréia, Depuração, soro e urina;Ureia;;Depuração;;;soro e urina
591;DHA;Dehidroepiandrosterona, soro;Dehidroepiandrosterona;;;;;soro
592;DHACTH;Dehidroepiandrosterona, após estímulo com ACTH, soro;Dehidroepiandrosterona;;após estímulo com ACTH;;;soro
597;DHEAS;Dehidroepiandrosterona, Sulfato, soro;Dehidroepiandrosterona, Sulfato;;;;;soro
602;DHIVITAD;Vitamina D., 1,25 Dihidroxi, soro;Vitamina D.;;1,25 Dihidroxi;;;soro
603;DHL;Desidrogenase Láctica, soro;Desidrogenase Láctica;;;;;soro
606;DHLLCR;Desidrogenase Láctica, líquor;Desidrogenase Láctica;;;;;líquor
609;DHLURG;Desidrogenase Láctica, plasma;Desidrogenase Láctica;;;;;plasma
610;DHT;Dihidrotestosterona, soro;Dihidrotestosterona;;;;;soro
615;DIAZEPAM;Diazepam, dosagem, soro;Diazepam;;dosagem;;;soro
620;DIGOX;Digoxina, soro;Digoxina;;;;;soro
623;DINREP;Estudo Função Ventricular, em repouso (tec equilibrio);;Estudo Função Ventricular;em repouso (tec equilibrio);;;
624;DIPI;Cintilografia de perfusão do miocárdio, associada ao Dipiridamol;;Cintilografia de perfusão do miocárdio;associada ao Dipiridamol;;;
625;DIRCLAM;Chlamydia trachomatis, exame direto para, Vários Materiais;Chlamydia trachomatis;;exame direto para;;;
626;DIRHL;Hemácias e Leucócitos, direto, fezes;Hemácias e Leucócitos;;direto;;;fezes
627;DISOPIR;Disopiramida, plasma;Disopiramida;;;;;plasma
629;DNABLOC;DNA, por Citometria de fluxo, bloco de parafina;DNA;;por Citometria de fluxo;;;bloco de parafina
631;DNAF;DNA, por Citometria de fluxo, Vários Materiais;DNA;;por Citometria de fluxo;;;
640;DOSTER;Dose terapêutica de iodo-131, para afecções tiroidianas;Dose terapêutica de iodo-131;;para afecções tiroidianas;;;
647;DUCTOG;Ductografia, por mama;;Ductografia;por mama;;;
649;E2;Estradiol, soro;Estradiol;;;;;soro
652;ECA;Angiotensina, Enzima Conversora, soro;Angiotensina;;Enzima Conversora;;;soro
653;ECG;Eletrocardiograma, de repouso;;Eletrocardiograma;de repouso;;;
656;ECHOVIR;Echovírus, Anticorpos totais, painel, Vários Materiais;Echovírus;;Anticorpos totais, painel;;;
659;ECOSTRESS;Ecocardiograma, com estresse farmacológico;;Ecocardiograma;com estresse farmacológico;;;
660;EEG;Eletroencefalograma;;Eletroencefalograma;;;;
661;EEGEE;Eletroencefalograma, com eletrodos especiais;;Eletroencefalograma;com eletrodos especiais;;;
662;EEGMP;Eletroencefalograma digital, com Mapeamento Cerebral;;Eletroencefalograma digital;com Mapeamento Cerebral;;;
663;EEGMPVS;Eletroencefalograma, com Mapeamento em Vigilia e Sono;;Eletroencefalograma;com Mapeamento em Vigilia e Sono;;;
664;EEGVS;Eletroencefalograma, em vigilia e sono;;Eletroencefalograma;em vigilia e sono;;;
665;EGD;Endoscopia, digestiva alta;;Endoscopia;digestiva alta;;;
669;EGDPOL;Polipectomia, de, Esofago, estomago e duodeno;Polipectomia;;de;esôfago, estômago e duodeno;;
672;ELEHGB;Hemoglobina, Eletroforese, sangue total;Hemoglobina;;Eletroforese;;;sangue total
673;ELETLCR;Proteínas, Eletroforese, líquor;Proteínas;;Eletroforese;;;líquor
675;ELETRO;Proteínas, Eletroforese, soro;Proteínas;;Eletroforese;;;soro
676;ELETRUR;Proteínas, Eletroforese, urina;Proteínas;;Eletroforese;;;urina
677;EMA;Endomísio, Anticorpos IgA, soro;Endomísio;;Anticorpos IgA;;;soro
679;ENOLASE;Enolase Neurônio Específica, soro;Enolase Neurônio Específica;;;;;soro
681;ENTEROVI;Enterovírus, Anticorpos, painel, Vários Materiais;Enterovírus;;Anticorpos, painel;;;
682;NULL;Enzimas Hepáticas;;;;;;
683;EOSFEX;Eosinófilos, pesquisa, fezes;Eosinófilos;;pesquisa;;;fezes
684;EPO;Eritropoietina, soro;Eritropoetina;;;;;soro
685;EPOCARB;10,11 Epoxido Carbamazepina, soro;10,11 Epoxido Carbamazepina;;;;;soro
686;ERGMIBI;Cintilografia de perfusão do miocárdio, associada ao Teste ergométrico;;Cintilografia de perfusão do miocárdio;associada ao Teste ergométrico;;;
689;ESCABI;Sarcoptes scabiei, pesquisa, raspado lesão cutânea;Sarcoptes scabiei;;pesquisa;;;raspado lesão cutânea
691;ESPBD;Espirometria, com broncodilatador;;Espirometria;com broncodilatador;;;
692;ESPERM;Espermograma, Esperma;Espermograma;;;;;Esperma
694;ESPIR;Espirometria;;Espirometria;;;;
699;ESTANHO;Estanho, plasma;Estanho;;;;;plasma
700;ESTANHUR;Estanho, urina;Estanho;;;;;urina
701;ESTCOL;Colesterol, Ésteres do, soro;Colesterol;;Ésteres do;;;soro
702;ESTEATOF;Gordura, por micrométodo, fezes;Gordura;;por micrométodo;;;fezes
706;ESTRIOL;Estriol, soro;Estriol;;;;;soro
708;ESTRONA;Estrona, soro;Estrona;;;;;soro
709;ETANOL;Etanol, sangue total;Etanol;;;;;sangue total
710;ETE;Ecocardiograma, Transesofágico;;Ecocardiograma;Transesofágico;;;
711;ETHOSUX;Ethosuximida, soro;Ethosuximida;;;;;soro
713;EXA-AP;Exame conforme especificado - AP;;;;;;
714;EXA-AUT;Exame conforme especificado - AUT;;;;;;
717;EXA-BMO;Exame conforme especificado - BMO;;;;;;
721;EXA-CIGE;Exame conforme especificado - CIGE;;;;;;
722;EXA-CMF;Exame conforme especificado - CMF;;;;;;
723;EXA-EDC;Exame conforme especificado - EDC;;;;;;
726;EXA-ESPB;Exame conforme especificado - ESPB;;;;;;
728;EXA-HEM;Exame conforme especificado - HEM;;;;;;
729;EXA-HMST;Exame conforme especificado - HMST;;;;;;
730;EXA-IMU;Exame conforme especificado - IMU;;;;;;
731;EXA-LQ;Exame conforme especificado - LQ;;;;;;
732;EXA-MAYO;Exame conforme especificado - MAYO;;;;;;
733;EXA-MEFE;Exame conforme especificado - MEFE;;;;;;
734;EXA-MN;Exame conforme especificado - MN;;;;;;
735;EXA-NICH;Exame conforme especificado - NICH;;;;;;
736;EXA-PAR;Exame conforme especificado - PAR;;;;;;
738;EXA-RADI;Exame conforme especificado - RADI;;;;;;
739;EXA-REMA;Exame conforme especificado - REMA;;;;;;
740;EXA-TOMO;Exame conforme especificado - TOMO;;;;;;
741;EXA-USOM;Exame conforme especificado - USOM;;;;;;
744;EXCREBIL;Cintilografia, Vias biliares;;Cintilografia;;vias biliares;;
745;EXPOL;Exerese de pólipo, cervical;Exerese de pólipo;;cervical;;;
747;FACIDA;Fosfatase Ácida, soro;Fosfatase Ácida;;;;;soro
749;FACTH;Cortisol, após estímulo com ACTH, soro;Cortisol;;após estímulo com ACTH;;;soro
755;FALCAL;Fosfatase Alcalina, soro;Fosfatase Alcalina;;;;;soro
756;FALCIZ;Hemácias, Falcização, sangue total;Hemácias;;Falcização;;;sangue total
758;FALOS;Fosfatase Alcalina, Fração óssea, soro;Fosfatase Alcalina;;Fração óssea;;;soro
759;FAN;Fator Antinucleo, Anticorpos totais, soro;Fator antinúcleo;;Anticorpos totais;;;soro
762;FATOR10;Fator X, Atividade, plasma;Fator X;;Atividade;;;plasma
763;FATOR11;Fator XI, Atividade, plasma;Fator XI;;Atividade;;;plasma
764;FATOR12;Fator XII, Atividade, plasma;Fator XII;;Atividade;;;plasma
765;FATOR13;Fator XIII, Qualitativo para deficiência grave, plasma;Fator XIII;;Qualitativo para deficiência grave;;;plasma
766;FATOR2;Fator II, Atividade, plasma;Fator II;;Atividade;;;plasma
767;FATOR5;Fator V, Atividade, plasma;Fator V;;Atividade;;;plasma
768;FATOR7;Fator VII, Atividade, plasma;Fator VII;;Atividade;;;plasma
769;FATOR8;Fator VIII, Atividade, plasma;Fator VIII;;Atividade;;;plasma
770;FATOR9;Fator IX, Atividade, plasma;Fator IX;;Atividade;;;plasma
772;FE;Ferro, soro;Ferro;;;;;soro
775;FENILALA;Fenilalanina, plasma;Fenilalanina;;;;;plasma
778;FENIT;Fenitoina, soro;Fenitoina;;;;;soro
779;FENOB;Fenobarbital, soro;Fenobarbital;;;;;soro
780;FENOLUR;Fenol, dosagem, urina;Fenol;;dosagem;;;urina
781;FENOTIP;Imunofenotipagem, Painel proliferativo, Vários Materiais;Imunofenotipagem;;Painel proliferativo;;;
782;FEOCROM;Cintilografia de corpo inteiro, com metaiodobenzilguanidina - iodo-131;;Cintilografia de corpo inteiro;com metaiodobenzilguanidina - iodo-131;;;
783;FERRIT;Ferritina, soro;Ferritina;;;;;soro
784;FERROMED;Ferro, medula óssea;Ferro;;;;;medula óssea
785;FEUR;Ferro, urina;Ferro;;;;;urina
792;FINS;Cortisol, após estímulo de Insulina, soro e plasma;Cortisol;;após estímulo de Insulina;;;soro e plasma
793;FINSM;Cortisol, após estímulo com Insulina - MEGAT, soro;Cortisol;;após estímulo com Insulina - MEGAT;;;soro
795;FISHM3MD;PML-RARA, Hibridação in situ, medula óssea;PML-RARA;;Hibridação in situ;;;medula óssea
796;FISHM3SG;PML-RARA, Hibridação in situ, sangue periférico;PML-RARA;;Hibridação in situ;;;sangue periférico
797;FISHPHMD;BCR-ABL, Hibridação in situ, medula óssea;BCR-ABL;;Hibridação in situ;;;medula óssea
798;FISHPHSG;BCR-ABL, Hibridação in situ, sangue periférico;BCR-ABL;;Hibridação in situ;;;sangue periférico
800;FISHXYMD;Cromossomo X e Y, Hibridação in situ, medula óssea;Cromossomo X e Y;;Hibridação in situ;;;medula óssea
801;FISHXYSG;Cromossomo X e Y, Hibridação in situ, sangue periférico;Cromossomo X e Y;;Hibridação in situ;;;sangue periférico
803;FISTULO;Fistulografia;;Fistulografia;;;;
805;FIXAHIDA;Echinococcus, Anticorpos totais, soro;Echinococcus;;Anticorpos totais;;;soro
809;FLUOR;Fluoreto, urina;Fluoreto;;;;;urina
810;FLUOX;Fluoxetina, soro;Fluoxetina;;;;;soro
812;FLUXO;Fluxometria;;Fluxometria;;;;
814;FOLATO;Ácido Fólico, dosagem, soro;Ácido Fólico;;dosagem;;;soro
822;FSH;Hormônio Folículo Estimulante, soro;Hormônio Folículo Estimulante;;;;;soro
824;FUNGLCRX;Micológico, direto, líquor;Micológico;;direto;;;líquor
827;FUNGMIC3;Antibiograma para fungos, quantitativo, Vários Materiais;Antibiograma para fungos;;quantitativo;;;
830;FUNGX;Micológico, direto, Vários Materiais;Micológico;;direto;;;
832;G6PD;Glicose 6 Fosfato Desidrogenase, sangue total;Glicose 6 Fosfato Desidrogenase;;;;;sangue total
833;GAL1FOSF;Galactose-1 Fosfato Uridiltransferase, sangue total;Galactose-1 Fosfato Uridiltransferase;;;;;sangue total
836;GALIO;Cintilografia, com citrato de Gálio-67;;Cintilografia;com citrato de Gálio-67;;;
837;GAMGT;Gama Glutamiltransferase, soro;Gama Glutamiltransferase;;;;;soro
841;GASOART;Gasometria, arterial, sangue arterial;Gasometria;;arterial;;;sangue arterial
842;GASOVEN;Gasometria, venosa, sangue venoso;Gasometria;;venosa;;;sangue venoso
844;GASTRIN;Gastrina, soro;Gastrina;;;;;soro
846;GERMVV;Germes vivos, cepa;Germes vivos;;;;;cepa bacteriana
847;GHCLO;HGH, após estimulo com Clonidina, soro;HGH;;após estimulo com Clonidina;;;soro
848;GHCLOEX;HGH, após estímulo com exercício e Clonidina, soro;HGH;;após estímulo com exercício e Clonidina;;;soro
849;GHEX;HGH, após exercício, soro;HGH;;após exercício;;;soro
850;GHGLIC;HGH, após depressão com Glicose, soro;HGH;;após depressão com Glicose;;;soro
851;GHGLU;HGH, após estímulo com Glucagon, soro;HGH;;após estímulo com Glucagon;;;soro
852;GHINS;HGH, após estímulo de Insulina, soro e plasma;HGH;;após estímulo de Insulina;;;soro e plasma
853;GHINSM;HGH, após estímulo com Insulina - MEGAT, soro;HGH;;após estímulo com Insulina - MEGAT;;;soro
854;GHLDO;HGH, após estímulo com L-Dopa, soro;HGH;;após estímulo com L-Dopa;;;soro
855;GHLDOEX;HGH, após estímulo com exercício e L-Dopa, soro;HGH;;após estímulo com exercício e L-Dopa;;;soro
856;GHLDOPRO;HGH, após estímulo com L-Dopa e Propranolol, soro;HGH;;após estímulo com L-Dopa e Propranolol;;;soro
857;GIARDIAG;Giardia lamblia, Antígeno, fezes;Giardia lamblia;;Antígeno;;;fezes
858;GIARDIAX;Giardia lamblia, Antígeno, Vários Materiais;Giardia lamblia;;Antígeno;;;
859;GLANSAL;Cintilografia, Glândulas salivares;;Cintilografia;;glândulas salivares;;
860;GLIC;Glicose, plasma;Glicose;;;;;plasma
863;GLIC501;Glicose, 1 hora após 50 gramas de Glicose, plasma;Glicose;;1 hora após 50 gramas de Glicose;;;plasma
866;GLIC752;Glicose, 2 horas após 75 gramas de Glicose, plasma;Glicose;;2 horas após 75 gramas de Glicose;;;plasma
868;GLICLIQ;Glicose, Vários Materiais;Glicose;;;;;
869;GLICPL;Glicose, plasma (fluoreto);Glicose;;;;;plasma (fluoreto)
871;GLICPP;Glicose, pós prandial, plasma;Glicose;;pós prandial;;;plasma
875;GLICUR;Glicose, urina;Glicose;;;;;urina
876;GLICURG;Glicose, urgente, plasma;Glicose;;urgente;;;plasma
877;GLIURURG;Glicose, urgente, urina;Glicose;;urgente;;;urina
878;GLUCAGON;Glucagon, plasma;Glucagon;;;;;plasma
879;GNRH;FSH e LH, após estímulo com LHRH, soro;FSH e LH;;após estímulo com LHRH;;;soro
880;GNRHM;FSH e LH, após estímulo com LHRH - MEGAT, soro;FSH e LH;;após estímulo com LHRH - MEGAT;;;soro
881;GONO;Neisseria gonorrhoeae, Anticorpos, soro;Neisseria gonorrhoeae;;Anticorpos;;;soro
882;GORDUX;Gordura, pesquisa, fezes;Gordura;;pesquisa;;;fezes
883;GORDY;Gordura, dosagem, fezes;Gordura;;dosagem;;;fezes
884;GOT;Transaminase Glutâmico Oxalacética, soro;Transaminase Glutâmico Oxalacética;;;;;soro
886;GOTURG;Transaminase Glutâmico Oxalacética, plasma;Transaminase Glutâmico Oxalacética;;;;;plasma
887;GPT;Transaminase Glutâmico Pirúvica, soro;Transaminase Glutâmico Pirúvica;;;;;soro
888;GPTURG;Transaminase Glutâmico Pirúvica, plasma;Transaminase Glutâmico Pirúvica;;;;;plasma
889;GRAM;Bacterioscópico, geral, Vários Materiais;Bacterioscópico;;geral;;;
890;GRAMAMI;Bacterioscópico, Vários Materiais;Bacterioscópico;;;;;
893;GRAMCONJ;Bacterioscópico, conjuntival, Vários Materiais;Bacterioscópico;;conjuntival;;;
895;GRAMESCA;Bacterioscópico, escarro;Bacterioscópico;;;;;escarro
896;GRAMESP;Bacterioscópico, esperma;Bacterioscópico;;;;;esperma
897;GRAMGARD;Bacterioscópico, para Gardnerella vaginalis, Vários Materiais;Bacterioscópico;;para Gardnerella vaginalis;;;
898;GRAMLCR;Bacterioscópico, líquor;Bacterioscópico;;;;;líquor
899;GRAMNAS;Bacterioscópico, fossa nasal, Vários Materiais;Bacterioscópico;;fossa nasal;;;
903;GRAMORO;Bacterioscópico, orofaringe;Bacterioscópico;;;;;orofaringe
904;GRAMOUV;Bacterioscópico, ouvido, Vários Materiais;Bacterioscópico;;ouvido;;;
907;GRAMPROS;Bacterioscópico, secreção prostática;Bacterioscópico;;;;;secreção prostática
908;GRAMPYL;Bacterioscópico, para Helicobacter pylori, Vários Materiais;Bacterioscópico;;para Helicobacter pylori;;;
909;GRAMUR;Bacterioscópico, urina sem especificação de jato;Bacterioscópico;;;;;urina sem especificação de jato
910;GRAMUR1J;Bacterioscópico, urina primeiro jato;Bacterioscópico;;;;;urina primeiro jato
911;GRAMUR2J;Bacterioscópico, urina jato médio;Bacterioscópico;;;;;urina jato médio
912;GRAMURE;Bacterioscópico, secreção uretral masculina;Bacterioscópico;;;;;secreção uretral masculino
913;GRAMURG;Bacterioscópico, urgente, Vários Materiais;Bacterioscópico;;urgente;;;
914;GRAMVAG;Bacterioscópico, vaginal, Vários Materiais;Bacterioscópico;;vaginal;;;
915;GS-RH;Sorotipagem, sangue total;Sorotipagem;;;;;sangue total
918;GTT2;Curva Glicêmica, de 2 horas, plasma;Curva Glicêmica;;de 2 horas;;;plasma
920;GTT3;Curva Glicêmica, de 3 horas, plasma;Curva Glicêmica;;de 3 horas;;;plasma
922;GTT4;Curva Glicêmica, de 4 horas, plasma;Curva Glicêmica;;de 4 horas;;;plasma
923;GTT5;Curva Glicêmica, de 5 horas, plasma;Curva Glicêmica;;de 5 horas;;;plasma
924;GTT6;Curva Glicêmica, de 6 horas, plasma;Curva Glicêmica;;de 6 horas;;;plasma
925;GTTEV;Curva Glicêmica, Endovenosa, plasma;Curva Glicêmica;;Endovenosa;;;plasma
927;GTTINS2;Curva Insulinêmica, de 2 horas, soro e plasma;Curva Insulinêmica;;de 2 horas;;;soro e plasma
928;GTTINS3;Curva Insulinêmica, de 3 horas, soro e plasma;Curva Insulinêmica;;de 3 horas;;;soro e plasma
929;GTTINS4;Curva Insulinêmica, de 4 horas, soro e plasma;Curva Insulinêmica;;de 4 horas;;;soro e plasma
930;GTTINS5;Curva Insulinêmica, de 5 horas, soro e plasma;Curva Insulinêmica;;de 5 horas;;;soro e plasma
931;GTTINS6;Curva Insulinêmica, de 6 horas, soro e plasma;Curva Insulinêmica;;de 6 horas;;;soro e plasma
932;GTTINSEV;Curva Insulinêmica, Endovenosa, soro e plasma;Curva Insulinêmica;;Endovenosa;;;soro e plasma
939;HALOP;Haloperidol, soro;Haloperidol;;;;;soro
941;HAPTO;Haptoglobina, soro;Haptoglobina;;;;;soro
943;HBEAG;Hepatite B, Antígeno e, soro;Hepatite B;;Antígeno e;;;soro
944;HBSAG;Hepatite B, Antígeno de Superfície, soro;Hepatite B;;Antígeno de Superfície;;;soro
949;HCISTEIN;Homocisteína, plasma;Homocisteína;;;;;plasma
951;HCT;Calcitonina, soro;Calcitonina;;;;;soro
952;HCTCA;Calcitonina, após estímulo com Cálcio, soro;Calcitonina;;após estímulo com Cálcio;;;soro
956;HDLCOL;HDL Colesterol, soro;HDL Colesterol;;;;;soro
957;HEINZ;Corpúsculos de Heinz, sangue total;Corpúsculos de Heinz;;;;;sangue total
960;HEMDIG;Pesquisa, de Hemorragia Digestiva;;Pesquisa;de Hemorragia Digestiva;;;
962;HEPATIC;Cintilografia, Hepática;;Cintilografia;;hepática;;
964;HERPES12;Herpes simplex I/II, Anticorpos IgG e IgM, soro;Herpes simplex I/II;;Anticorpos IgG e IgM;;;soro
966;HEXAMIN;Hexosaminidase, A e Total, plasma;Hexosaminidase;;A e Total;;;plasma
967;HEXANOD;2,5 Hexanodiona, urina;2,5 Hexanodiona;;;;;urina
971;HGBA2;Hemoglobina A2, sangue total;Hemoglobina A2;;;;;sangue total
972;HGBFET;Hemoglobina Fetal, sangue total;Hemoglobina Fetal;;;;;sangue total
973;HGBGLIC;Hemoglobina glicada, sangue total;Hemoglobina glicada;;;;;sangue total
974;HGBUR;Hemoglobina, urina;Hemoglobina;;;;;urina
975;HGBURG;Hemoglobina, urgente, sangue total;Hemoglobina;;urgente;;;sangue total
976;HGH;Hormônio de Crescimento, soro;Hormônio de Crescimento;;;;;soro
978;HIS-HPV;Papilomavírus Humano, Hibridização in situ, Vários Materiais;Papilomavírus Humano;;Hibridização in situ;;;
982;HISTER;Histeroscopia, diagnóstica;;Histeroscopia;diagnóstica;;;
984;HISTO;Histoplasma, Anticorpos totais, soro;Histoplasma;;Anticorpos totais;;;soro
986;HISTONA;Histona, Anticorpos, soro;Histona;;Anticorpos;;;soro
987;HIV;Retrovírus, Anticorpos totais, soro;Retrovírus;;Anticorpos totais;;;soro
991;HIVGEN;HIV-1, Resistência a Medicamentos Antiretrovirais, plasma;HIV-1;;Resistência a Medicamentos Antiretrovirais;;;plasma
993;HIVREP;Retrovírus, Anticorpos (portaria do MS), soro;Retrovírus;;Anticorpos (portaria do MS);;;soro
994;HLAB27;HLAB27, Genotipagem por PCR, em tempo real, sangue total;HLAB27;;Genotipagem por PCR, em tempo real;;;sangue total
997;HOLTER;Holter, de 24 horas;;Holter;de 24 horas;;;
1003;HPTH;Paratormônio (Molécula intacta), soro;Paratormônio (Molécula intacta);;;;;soro
1004;HPVCAP;Pesquisa do Papilomavírus Humano (HPV), por técnica molecular, Vários Materiais;Pesquisa do Papilomavírus Humano (HPV);;por técnica molecular;;;
1006;HT;Hemograma, sangue total;Hemograma;;;;;sangue total
1007;HTB;Hemograma, com Contagem de Bastonetes, sangue total;Hemograma;;com Contagem de Bastonetes;;;sangue total
1009;HTCOURG;Hematócrito, urgente, sangue total;Hematócrito;;urgente;;;sangue total
1012;HTLVEL;HTLV1 e 2, Anticorpos totais, soro;HTLV1 e 2;;Anticorpos totais;;;soro
1013;HTLVWB;HTLV1 e 2, Anticorpo IgG por Western Blot, soro;HTLV1 e 2;;Anticorpo IgG por Western Blot;;;soro
1014;HTURG;Hemograma, urgente, sangue total;Hemograma;;urgente;;;sangue total
1016;HVA;Ácido Homovanílico, urina 24 horas;Ácido Homovanílico;;;;;urina 24 horas
1021;IDENBACT;Bactérias, Identificação bioquímica e/ou sorológica, Vários Materiais;Bactérias;;Identificação bioquímica e/ou sorológica;;;
1022;IDENFUNG;Fungos, Identificação morfológica e bioquímica, Vários Materiais;Fungos;;Identificação morfológica e bioquímica;;;
1023;IDENVER;Material Fecal, Pesquisa e/ou Identificação, Vários Materiais;Material Fecal;;Pesquisa e/ou Identificação;;;
1027;IGA;Imunoglobulina A, soro;Imunoglobulina A;;;;;soro
1028;IGALCR;Imunoglobulina A, líquor;Imunoglobulina A;;;;;líquor
1029;IGAS;Imunoglobulina A, Secretora, Vários Materiais;Imunoglobulina A;;Secretora;;;
1032;IGD;Imunoglobulina D, soro;Imunoglobulina D;;;;;soro
1033;IGE;Imunoglobulina E, soro;Imunoglobulina E;;;;;soro
1037;IGF-II;Fator II de Crescimento, Simile à Insulina, soro;Fator II de Crescimento;;Simile à Insulina;;;soro
1038;IGF1;Somatomedina C, IGF 1, soro;Somatomedina C;;IGF 1;;;soro
1039;IGFBP1;Proteína ligadora 1 de IGF, soro;Proteína ligadora 1 de IGF;;;;;soro
1040;IGFBP2;Proteína ligadora 2 de IGF, soro;Proteína ligadora 2 de IGF;;;;;soro
1041;IGFBP3;Proteína ligadora 3 de IGF, soro;Proteína ligadora 3 de IGF;;;;;soro
1042;IGG;Imunoglobulina G, soro;Imunoglobulina G;;;;;soro
1043;IGG1SUB;Imunoglobulina G, Subclasse 1, soro;Imunoglobulina G;;Subclasse 1;;;soro
1044;IGG2SUB;Imunoglobulina G, Subclasse 2, soro;Imunoglobulina G;;Subclasse 2;;;soro
1045;IGG3SUB;Imunoglobulina G, Subclasse 3, soro;Imunoglobulina G;;Subclasse 3;;;soro
1046;IGG4SUB;Imunoglobulina G, Subclasse 4, soro;Imunoglobulina G;;Subclasse 4;;;soro
1047;IGGLCR;Imunoglobulina G, líquor;Imunoglobulina G;;;;;líquor
1049;NULL;Imunoglobulinas G, Subclasses;;;;;;
1050;IGM;Imunoglobulina M, soro;Imunoglobulina M;;;;;soro
1051;IGMCON;Imunoglobulina M, sangue de cordão umbilical;Imunoglobulina M;;;;;sangue de cordão umbilical
1052;IGMLCR;Imunoglobulina M, líquor;Imunoglobulina M;;;;;líquor
1053;IH-ADN;Imuno-histoquímico, para Adenovirus, Vários Materiais;Imuno-histoquímico;;para Adenovirus;;;
1056;IH-CMV;Imuno-histoquímico, para Citomegalovírus, Vários Materiais;Imuno-histoquímico;;para Citomegalovírus;;;
1061;IH-HEPAT;Imuno-histoquímico, p/Hepatite B Antígenos C e S, Vários Materiais;Imuno-histoquímico;;p/Hepatite B Antígenos C e S;;;
1062;IH-HERP;Imuno-histoquímico, para Herpes simplex tipos 1 e 2, Vários Materiais;Imuno-histoquímico;;para Herpes simplex tipos 1 e 2;;;
1065;IH-LEISH;Imuno-histoquímico, para Leishmania, Vários Materiais;Imuno-histoquímico;;para Leishmania;;;
